"","SiteID","Adenophora stenanthina","Adenophora stricta","Agriophyllum squarrosum","Agropyron cristatum","Agropyron desertorum","Agropyron michnoi","Agrostis clavata","Alhagi sparsifolia","Allium anisopodium","Allium bidentatum","Allium mongolicum","Allium polyrhizum","Allium ramosum","Allium tenuissimum","Amaranthus retroflexus","Androsace longifolia","Androsace umbellata","Anemarrhena asphodeloides","Anemone chinensis","Artemisia argyi","Artemisia capillaris","Artemisia desertorum","Artemisia dracunculus","Artemisia frigida","Artemisia pubescens","Artemisia scoparia","Artemisia sieversiana","Artemisia tanacetifolia","Artemisia vulgaris","Asparagus cochinchinensis","Astragalus adsurgens","Astragalus arbuscula","Astragalus galactites","Astragalus melilotoides","Astragalus propinquus","Astragalus scaberrimus","Axyris amaranthoides","Bassia dasyphylla","Bassia prostrata","Bromus inermis","Bromus japonicus","Bupleurum longiradiatum","Bupleurum scorzonerifolium","Calamagrostis epigejos","Calligonum mongolicum","Calystegia hederacea","Calystegia sepium","Cannabis sativa","Caragana microphylla","Caragana stenophylla","Cardamine hirsuta","Carex korshinskyi","Carex pediformis","Carex stenocarpa","Chamaerhodos erecta","Chenopodium acuminatum","Chenopodium glaucum","Chloris virgata","Cirsium arvense","Cleistogenes songorica","Cleistogenes squarrosa","Clematis florida","Convolvulus ammannii","Convolvulus arvensis","Cymbaria daurica","Cymbaria mongolica","Cynanchum thesioides","Digitaria ischaemum","Digitaria sanguinalis","Dontostemon dentatus","Dysphania aristata","Echinochloa crus-galli","Elymus dahuricus","Elymus kamoji","Ephedra sinica","Eragrostis pilosa","Erodium stephanianum","Festuca ovina","Filifolium sibiricum","Galium verum","Gentiana scabra","Gentiana squarrosa","Geranium wilfordii","Glycyrrhiza uralensis","Gueldenstaedtia verna","Gypsophila davurica","Haplophyllum dauricum","Hemerocallis citrina","Heteropappus altaicus","Iris dichotoma","Iris lactea","Iris tectorum","Iris tenuifolia","Ixeris polycephala","Kalimeris hispida","Koeleria pyramidata","Krascheninnikovia ceratoides","Lappula myosotis","Leonurus japonicus","Lepidium apetalum","Lespedeza bicolor","Lespedeza potaninii","Leymus chinensis","Leymus secalinus","Linaria vulgaris","Medicago falcata","Medicago ruthenica","Neopallasia pectinata","Nepeta cataria","Nepeta tenuifolia","Nitraria tangutorum","Oxytropis aciphylla","Oxytropis alpina","Oxytropis fetissovii","Oxytropis leptophylla","Parthenocissus tricuspidata","Peganum harmala","Pennisetum glaucum","Phragmites australis","Plantago asiatica","Poa annua","Polygonum divaricatum","Polygonum sibiricum","Portulaca oleracea","Potentilla acaulis","Potentilla anserina","Potentilla chinensis","Potentilla multifida","Potentilla tanacetifolia","Potentilla verticillaris","Pulsatilla turczaninovii","Reaumuria soongarica","Rumex acetosella","Salsola collina","Salsola passerina","Sanguisorba officinalis","Saposhnikovia divaricata","Saussurea japonica","Scorzonera austriaca","Scutellaria baicalensis","Scutellaria ovata","Serratula centauroides","Setaria viridis","Sibbaldia procumbens","Sibbaldianthe bifurca","Silene aprica","Silene conoidea","Sphallerocarpus gracilis","Stellaria media","Stellera chamaejasme","Stipa breviflora","Stipa grandis","Stipa krylovii","Stipa purpurea","Stipa sibirica","Stipa tianschanica","Suaeda glauca","Suaeda maritima","Taraxacum mongolicum","Thalictrum aquilegiifolium","Thalictrum petaloideum","Thalictrum squarrosum","Thermopsis lanceolata","Thymus mongolicus","Trachydium tianshanicum","Tribulus terrestris","Trifolium lupinaster","Urtica fissa","Veronica polita","Vicia amoena","Vicia sepium","Vicia unijuga","Xanthium strumarium","Zygophyllum xanthoxylon","NA"
"27","40",0,0,0,0,8.76,0,0,0,0,0,3.72125,3.19,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0.44,0,0,0,13.23,0,2.12875,0,0,0,0,15,0,0,0,5.621,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9422222222222,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0.27,0,0,0,0,7.382,0,0,0,0,0,0,0,0,0,0,0,0,9.31888888888889,0,0,0,0,0,0,0,0,0
"28","41",0,0,0,0,0,0,0,0,0,0,3.74166666666667,9.27,0,0.32,0,0,0.725,0,0,0.64,0,0,0,0,0,13.9633333333333,0,0,0,1.66,0,0,0,0,0,0,0,1.69,13.7183333333333,0,0,0,0,0,0,1.86,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,7.735,0,8.06,0,0,0,0,0,0,0,10.76,0,0,0,0,7.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9011111111111,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,132.05,13.3933333333333,0,0,0,0,0,0,0,0,0,0,0,0,4.994,0,0,0,0,0,0,0,0,0
"29","42",0,0,5.29,18.26,0,0,0,0,0,0.32,6.196,22.2125,0,0.85,0,1.06,1.866,0,0,0,0,0,0,1.61,0,4.245,0,0,0,1.28666666666667,0,0,0,0,0,0.36,0,0.07,0.84,0,0,0,0,0,0,0,1.07,0,0,9.67,0,29.41875,0,0,0,0,0,0,0,3.9,5.06555555555556,0,1.48666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.785,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7075,0,0,0,0,0,0.51,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.635,0,0,0,0,0,0,0,0,2.55444444444444,0,0,0,0,0,0,0,0,12.81,12.46,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0
"30","43",0,0,0.3,7.683,0,0,0,0,0,2.065,1.58428571428571,0,1.78,1.75,0,0,0,0,0,0,0,0,0,4.20222222222222,0,2.658,0,0,0,1.60428571428571,0,0,0,0,0,0,0,2.65,3.67,0,0,0,0,0,0,0,1.96,0,0,4.26,0,1.83714285714286,0,0,0,0.79,2.026,0,0,7.155,3.989,0,8.18,0,0,0,0,0,0,0,0.3325,0,0,0,0,2.275,0,0,0,0,0,0,0,0,0.25,0,3.145,0,1.07,0,0,1.36,1.035,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.6075,0,0,0,0,0,0.33,0.67,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.981,0,0,0,0,0,0,0,0,1.961,0,0,0,0,0,0,0,0,19.384,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565,0,0,0,0,0,0,0,0,0
"31","44",0,0,0,2.465,0,0,0,0,0,1.385,0,0,4.49,2.94333333333333,0,0,0,0,0,0,0,0,0,51.496,0,1.54,0,0,0,2.87714285714286,0,0,0,0,0,0,0,0.495,12.25,0,0,0,0,0,0,46.5,71.28,0,0,0,0,0.825,0,0,0,0.02,3.85,0,0,0,5.13125,0,3.8375,0,0,0,0,0,0,0,0.02,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,48.99,0,0,0,5.14,0.86,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","45",0,0,0,15.0316666666667,0,0,0,0,0,1.92714285714286,0,0,1.482,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633333333333333,0,0,1.22,0,0,0,0,0,26.1571428571429,0,0,0,0,0,0,24.91,38.605,0,0,0,0,1.07666666666667,0,0,0,2.67,1.35,0,0,0,0.395,0,41.3633333333333,0,0,0,0,0,0,0,1.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0.47,0,0,0,0,0.06,0,0,0,0,25.983,0,0,0,0,0.77,0,0,0,0,0,0,1.14666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","46",0,0,0,0,0,0,0,0,0,2.84,0.872,0,6.73,1.84285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94666666666667,0,0,0,6.67666666666667,3.376,0,0,0,59.466,0,2.76,0,0,0,0,0,0,0,2.28333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3975,0,0,0,0.86,0.09,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0766666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","47",0,0,0,0,0,0,0,0,0,1.00333333333333,1.44,0,0.255,0.525,0,0,0,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586666666666667,0,0,0,0.87,0,0,0,0,66.6,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9516666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","48",4.988,4.13,0,25.108,0,70.92,0,0,0,8.21111111111111,0,0,0,4.05333333333333,0,0,0,19.3822222222222,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,3.79222222222222,0,0,0,0.765,0.045,0,0,0,12.926,1.97333333333333,0,0,0,14.55,0,0,0,0,1.182,0,0,0,0,0,0,4.24,0,1.56,0,0,0,0,0,19.805,0.56,11.79,0,0.35,0.77,1.3,0.78,0,0,5.571,0,0,0,0,0,0,44.935,18.58,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,2.205,3.335,0,0,0,0,0,0,0,1.11,0,0,0,0.603333333333333,0,0,1.81,0,0,0,0.715,15.0066666666667,0,0,0,0,0,0,0,0.32,0,28.2855555555556,0,0,23.5755555555556,0,0,0,0,1.255,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,23.86
"36","49",0,0,0,13.0183333333333,0,0,0,0,0.07,1.49857142857143,0,0,0,0.626666666666667,0,0,0,2.0275,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0.79,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,15.283,0,0,0,0.72,0,0,0,0,40.201,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,1.15666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,1.60285714285714,0,0,0,0,0,0,19.6975,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0.99,0,0,0,18.4025,0,0,0,12.62,5.406,0,0,0,2.54125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.908,0,0,10.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","50",0.3,0,0,0,0,0,0,0,0,7.35111111111111,0,0,0,3.36,0,8.42,0,2.15333333333333,1.65,0,0,0,0,0,0,0.373333333333333,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.691,2.91,0,0.23,0,0.11,0,0,0,17.818,0,0.22,0,0,2.335,0,0,0,1.33,0.18,0,0,0,0,0.42,0,11.83875,0.98,0.525,0,0,0,0,0.18,0,0,1.02,1.51,0,0,0.85,0,0,0.75,8.16,0,0,0,0,1.4375,1.245,53.696,1.54666666666667,1.31,0,1.07,0,0.66,0,0,0,0,0,1.015,0,0,0,0,0,4.0875,0,0,0,0,0,15.01,0,13.3757142857143,1.33,0,0,0,1.554,0,5.18666666666667,0,0,0,0.94,1.93,10.71,1.18,0,0,0,0.32,0,0,2.61,0,8.332,0,0,1.98,0,0,0,0,0.91,0,0,0,9.78875,0,0,0,0,0,0,0,0,0,0,0
"38","51",0,0,0,41.8633333333333,0,0,5.57,0,0.23,0.615,0,0,2.56,0.35,0.06,0,0,0,0,1.76333333333333,0.41,0,0,0,0.94,6.96,6.2425,0,1.35,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4977777777778,0,0,0,0,2.29,0.12,0,0,38.5366666666667,0.42,0,0,0,0,0,3.47,0.5,0.13,0.01,0,0,0,0,1.09333333333333,2.9,0,0,7.28,0,0,0.856666666666667,2.13,0,0,0,0,0,2.03,0.4525,0.45,0,0,6.24,0,0,2.22,2.67,0.17,11.3266666666667,4.71,108.62,0,0,0.26,0.375,0,0,0,0,0,0,0,0.89,0,3.26,2.4,0,38.6616666666667,3.39,22.7711111111111,0,0,0,0,0.22,0,10.9,1.94,0,0,0,0.57,0,2.83,0,3.04,0.32,0,2.23,7.53,3.616,0,2.81,1.355,0,0,0,2.025,0,0,0,0,14.2155555555556,0,0,0,5.57,4.96,0,4.94666666666667,0.43,0,0,0,0,0,0,0,0.775,0.99,5.12,0,3.77333333333333
"39","52",1.28,1,0,19.028,0,0,0.96,0,0,1.02,0,0,8.04,0.435,0,0,0,0,1.135,0,0,0,5.2525,0,0.11,0,6.67,13.59,0,0.68,4.19,0,0,3.18,8.38,0,0,0,0,4.77,0,1.55,3.16,0,0,0,0,0,0,0,0,49.0488888888889,48.43,0,0,0,0,0,0,0,22.79,0,0,0,0,0,0,0,0,8.14,0,0,0,3.3,0,0,9.51,79.05,0.3,3.76833333333333,4.26,0,0,0,0,0,0,8.05,0.17,0,1.63,1.4,0,3.41,3.135,8.11285714285714,0,0,0,0.28,4.17,0,53.4666666666667,0,0,0,1.25,0,0.12,0,0,0,0,0,1.955,0,0,0,0,1.28,10.3775,2.93,0,0,0,0,32.85,0,11.5116666666667,8.35,3.285,0,0,0,0,9.08,2.175,0,0,0,0,3.546,0,0,2.10571428571429,0,0,0,0,5.17,0,0,0,0,2.69,0,0,0,0,7.47,0,6.43333333333333,2.13,0,0,0,0,0,0,0,6.315,1.25,0,0,6.432
"40","53",0,0,0,41.4666666666667,0,0,0,0,1.34666666666667,5.305,0.765,0,0.67,1.42285714285714,0,0,0,0,0,0,0,0,0,31.2122222222222,0.14,5.636,0,0,0,0,0,0,0,0.14,0.26,0,0,0,4.385,0,0,0,0,0,0,0,0,0,3.1,0,0,5.975,0,0,0.15,0.56,0.06,0,0,0,25.197,0,0,0,0,9.955,0,0,0,0.36,0.303333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.766,0,0,0,0,0,4.27,4.99375,0,0,0,0,0,0,21.317,0,0,0,0,0,27.79,0,0,0,0,0.73,3.404,0,0,0,0,0,1.455,0,0,0,4.11857142857143,0,5.87,0,1.96,0,0,0,0,0.516666666666667,0,0,0.63,0,0,0,0,12.04,0,0,0,0.13,0,0,0,0,0,12.56,0,0,1.01,0,0,0,0,0,0,6.61333333333333,0,0,0,0,0,0,0,0,0,0,0,0,23.1825
"41","54",0,0,0,16.7133333333333,0,0,0,0,1.9625,1.58,2.25,0,0.255,1.28571428571429,0,0,0,0.68,0,0,0,0,0,9.85166666666667,0,3.57125,1.74,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.26,0.53,3.632,0,0,0,0,0.486666666666667,0,0,0,41.259,0,0,0,0,0.62,0,0,0,0,0.27,0,0,0,0,0.11,0,0,3.75,0,0,0,0,0,0,0,0,1.25,0,0,0,0.34,0.91,0,0.65,3.67,0.2,0,0,0,0,0,21.8442857142857,20.51,0,0,0.74,0,0,0,0,0,0,0.27,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6325,0,0,0,0,0,0,0,0,0.4,0,6.53333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.872
"42","55",0,0,0,16.27375,0,0,0,0,0.261666666666667,0,0,0,0.56,1.13,0,0,0,0,0,0,0,0,0,11.6714285714286,0,0.295,0,0,0,1.13,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,2.29,0.15,0,0,0,40.109,0,0,0,1.79,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,1.82666666666667,0,0,0,0,0,0,11.4233333333333,0,0,0.32,0,0.17,0,0,0,0,0,0,0.316666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358333333333333,0,0,0,0,0,0,0,3.30333333333333,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,8.23125
"43","56",0,0,0,0,0,0,0,0,0,0,18.526,22.045,0.286666666666667,0.368571428571429,0,0,0,0,0,0,0,0,0,0,0,4.47714285714286,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,5.035,2.44,0,0,1.14,0,7.99,0,0,0,0.1,1.14333333333333,0,0,0,0,0,2.32666666666667,0,0,0,0,0,0,0,0.286,0,0,0,0,0.59,0,15.33,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0.42,0,0,0,0,0,21.45375,2.48,0,0,0,9.29,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2125,0,0.313333333333333,0,0,0,0,0,0,0,0,0,0,4.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.795
"44","57",0,0,0,39.27,0,0,0,0,0.6,1.37333333333333,0,0.81,0.655,1,0,0,0,0,0,0,0,0,0,3.98333333333333,0,0.35,0,0,0,0,0,0,0,0,0.31,0,10.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,5.405,0,0,0,27.3955555555556,0,0,0,0,0,0,0,0,0,12.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,5.4575,0,0,0,0,0,0,23.004,8.76,0,0,2.80666666666667,0,0,0,0,0,0,0,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.596,0,0,0,0,0,0,0,4.63142857142857,0.03,1.14,3.13333333333333,0,0,0,0,0,0,0,0,0,6.04666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,39.7433333333333
"45","58",0,0,0,9.35,0,0,0,0,2.16,0,5.68,13.55,7.145,0.424,0,0,0,0,0,0,0,0,0,4.23,0,6.15,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768888888888889,0,0,0,0,0,0,0,0,29.505,0,0,0,0,0,0,0,0,0,3.57222222222222,0,0,0,16.86,0,0,0,0,0,8.83,0,0,0,0,0,1.21333333333333,0,0,0,0,0.055,1.085,0,0,9.58666666666667,0,0,0,0,0,0,0.56,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,26.1144444444444,0,0,0,0.12,0,1.09,0,0,1.46888888888889,0,0,0.7525,0,0,0,0,20.966,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,0,0,0,6.291
"46","59",0,0,0,20.223,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896,0,0,0,0,0,0,3.16,0,45.928,0,0,0,0,0,0,0,0,0,1.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.253333333333333,0,0,2.16666666666667,0,0,0,0,0,0,13.6522222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.981
"47","60",0,0,0,13.59,0,0,0,0,0.64,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,1.885,14.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.211,0,0,0,0,0.873333333333333,0,2,0,22.29,0,0,0,0,0,0,0,0,0,1.64333333333333,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0.66,1.07,0,5.538,1.81714285714286,0,0,0,0,4.24,2.044,0,0,0,0,0,0,12.57,0,0,0,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,5.275,0,4.39,0,4.015,1.16,2.67,0,1.09,0.57,0,0,1.165,0,0,0,0,22.757,0,0,3.32,0,0.37,0,0,0,0,3.99,0,0,3.83555555555556,0,0,0,0,0.325,0,2.92666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","61",0.54,0,0,6.7275,0,0,0,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,1.695,0,0,3.745,10.0166666666667,21.02,1.67,9.78,0.25,0,0,0,13.06,0,0,0,3.37,19.3833333333333,0,0,1.39,0,0,0,0,0,0,0,0,32.912,0,0,0,0,0.03,0,0,0,9.03,1.47,0,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,3.16333333333333,0,1.7525,0.6875,0,0.675,0,0,1.13,0,10.21,6.36,19.29,8.296,2.03,0,1.315,0,2.62,0,0,0,0,0,57.33,15.232,0.94,0,0,0.28,0,2.58,0.11,0,0,0,0,4.545,0,2.21,0,0,3.19,0.868333333333333,0,0,0,0,0,14.235,0,6.342,0.43,6.485,0,0,0,0,24.199,0.65,1.53,0,0,0,3.035,0,0,2.594,0,0,0,0,0.25,0,7.1375,0,0,3.04,0,0,0,0,5.9575,0,5.09,0,0,0,0,5.1,0,0,8.28,16.30875,0,0,0,20.85
"49","62",0,0,0,10.89,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,2.1,0,0,0,0,0.49,0,0,0.71,0,0,0,0,0,0,0,0,10.4028571428571,0,0,0,0,9.79571428571429,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,3.24,0,0.81,0,0,2.15,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,155.966,0,0,10.6266666666667,7.68285714285714,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,6.56,0,5.855,0,0,0,0,0,0,8.3825,0,0,0,0,0,0,1.04,0,0,5.81,0,0,0,1.72,0,0,0,0,0,0,0,0,0,4.49,1.72,5.82666666666667,0,0,0,0
"50","64",0,0,0,5.34,0,0,3,0,0,0,8.03,0.46,0.21,0.03,0,0,0,0,0,1.25,0,0,0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,64.3333333333333,0,0,7.42,0,0,0,0,0.8,0,0,0.09,0,0.02,129.41,0,0,0,0.523333333333333,0,0,0,0,0,0,4.85,2.445,0,0,19.98,0,0,0,0,0,0,0,20.3825,0,0,0,0,0,6.895,0,173.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6033333333333,0.2,0.76,0,0,0,0,0,12.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,34.062,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,64.465,0,0,0,0.82
"51","65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9866666666667,0,0,0,0,0,36.0916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2133333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,136.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.61,0,0,8.345,16.3275,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,10.16,0,0,0,0,31.0328571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2875,0,3.735,0,0,0,0,0,0,0,0,0,0,0,45.13,0,0,0,0
"52","66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.68,0,126.375,0,23.56,0,0,0,0,0,0,0,0,6.83,0,0,2.605,0,0,0,0,0,16.87,0,0,0,9.69,145.22,0,0,3.96,0,0,0,5.1075,4.36,36.91,0,0,2.64,0,0,0,0,4.56,0.95,6.85,14.785,0,0,2.91,32.45,0,0.74,3.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,5.04,0,0,12.76,4.93,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0.63,0,0,2.47,0,0,0,20.99,0.33,0,0,0,0,0,0,0,0,0,7.34857142857143,0,0,0,0,0,0,0,0,24.01875,0,0,0,0,0,2.72,0,0,0,0,0,2.38,0,37.67,0,0,3.35,0,3.46,0,0,0,4.11,0,7.1,0,0,0,0,0,0,0
