"","SiteID","PlotID","Biomass","new.names","GS_1C_mean","G_group"
"3116",27,2706,9.94,"Reaumuria soongarica",1.205,"Small"
"3117",13,1303,15.59,"Reaumuria soongarica",1.205,"Small"
"3118",23,2310,1.62,"Reaumuria soongarica",1.205,"Small"
"3119",23,2306,3.26,"Reaumuria soongarica",1.205,"Small"
"3120",21,2102,1.77,"Reaumuria soongarica",1.205,"Small"
"3121",27,2705,16.17,"Reaumuria soongarica",1.205,"Small"
"3122",30,3002,0.09,"Reaumuria soongarica",1.205,"Small"
"3123",27,2707,4.91,"Reaumuria soongarica",1.205,"Small"
"3124",24,2408,8.61,"Reaumuria soongarica",1.205,"Small"
"3125",27,2710,44.64,"Reaumuria soongarica",1.205,"Small"
"3126",36,3602,3.1,"Reaumuria soongarica",1.205,"Small"
"3127",23,2301,0.52,"Reaumuria soongarica",1.205,"Small"
"3128",16,1601,29.51,"Reaumuria soongarica",1.205,"Small"
"3129",29,2901,4.95,"Reaumuria soongarica",1.205,"Small"
"3130",13,1310,10.56,"Reaumuria soongarica",1.205,"Small"
"3131",13,1302,8.11,"Reaumuria soongarica",1.205,"Small"
"3132",16,1605,13.9,"Reaumuria soongarica",1.205,"Small"
"3133",21,2103,4.38,"Reaumuria soongarica",1.205,"Small"
"3134",12,1209,2.27,"Reaumuria soongarica",1.205,"Small"
"3135",28,2809,31,"Reaumuria soongarica",1.205,"Small"
"3136",30,3008,17.76,"Reaumuria soongarica",1.205,"Small"
"3137",25,2510,0.01,"Reaumuria soongarica",1.205,"Small"
"3138",16,1604,7.56,"Reaumuria soongarica",1.205,"Small"
"3139",22,2207,2.37,"Reaumuria soongarica",1.205,"Small"
"3140",29,2907,3.26,"Reaumuria soongarica",1.205,"Small"
"3141",28,2810,10.94,"Reaumuria soongarica",1.205,"Small"
"3142",24,2406,1.82,"Reaumuria soongarica",1.205,"Small"
"3143",31,3107,0.12,"Reaumuria soongarica",1.205,"Small"
"3144",14,1404,6.08,"Reaumuria soongarica",1.205,"Small"
"3145",26,2607,1.85,"Reaumuria soongarica",1.205,"Small"
"3146",30,3009,18.72,"Reaumuria soongarica",1.205,"Small"
"3147",26,2602,4.76,"Reaumuria soongarica",1.205,"Small"
"3148",22,2201,8.3,"Reaumuria soongarica",1.205,"Small"
"3149",24,2404,3.79,"Reaumuria soongarica",1.205,"Small"
"3150",30,3005,12.8,"Reaumuria soongarica",1.205,"Small"
"3151",27,2708,23.49,"Reaumuria soongarica",1.205,"Small"
"3152",19,1909,3.8,"Reaumuria soongarica",1.205,"Small"
"3153",24,2402,2.73,"Reaumuria soongarica",1.205,"Small"
"3154",30,3003,17.26,"Reaumuria soongarica",1.205,"Small"
"3155",26,2605,5.48,"Reaumuria soongarica",1.205,"Small"
"3156",29,2908,8.97,"Reaumuria soongarica",1.205,"Small"
"3157",35,3507,14.62,"Reaumuria soongarica",1.205,"Small"
"3158",26,2608,2.72,"Reaumuria soongarica",1.205,"Small"
"3159",19,1902,1.35,"Reaumuria soongarica",1.205,"Small"
"3160",56,5602,14.96,"Reaumuria soongarica",1.205,"Small"
"3161",30,3007,9.64,"Reaumuria soongarica",1.205,"Small"
"3162",13,1309,2.27,"Reaumuria soongarica",1.205,"Small"
"3163",27,2702,4.82,"Reaumuria soongarica",1.205,"Small"
"3164",29,2905,20.86,"Reaumuria soongarica",1.205,"Small"
"3165",24,2409,1.71,"Reaumuria soongarica",1.205,"Small"
"3166",22,2209,3.5,"Reaumuria soongarica",1.205,"Small"
"3167",21,2104,3.91,"Reaumuria soongarica",1.205,"Small"
"3168",19,1903,10.48,"Reaumuria soongarica",1.205,"Small"
"3169",25,2506,3.03,"Reaumuria soongarica",1.205,"Small"
"3170",28,2801,1.93,"Reaumuria soongarica",1.205,"Small"
"3171",30,3006,23.11,"Reaumuria soongarica",1.205,"Small"
"3172",25,2502,0.58,"Reaumuria soongarica",1.205,"Small"
"3173",13,1301,2.46,"Reaumuria soongarica",1.205,"Small"
"3174",27,2703,18.06,"Reaumuria soongarica",1.205,"Small"
"3175",14,1401,0.54,"Reaumuria soongarica",1.205,"Small"
"3176",29,2902,4.18,"Reaumuria soongarica",1.205,"Small"
"3177",27,2701,9.41,"Reaumuria soongarica",1.205,"Small"
"3178",29,2903,8.89,"Reaumuria soongarica",1.205,"Small"
"3179",30,3001,4.51,"Reaumuria soongarica",1.205,"Small"
"3180",35,3503,6.42,"Reaumuria soongarica",1.205,"Small"
"3181",16,1606,0.65,"Reaumuria soongarica",1.205,"Small"
"3182",29,2909,3.41,"Reaumuria soongarica",1.205,"Small"
"3183",16,1609,16.76,"Reaumuria soongarica",1.205,"Small"
"3184",24,2410,6.6,"Reaumuria soongarica",1.205,"Small"
"3185",23,2302,0.79,"Reaumuria soongarica",1.205,"Small"
"3186",19,1910,1.07,"Reaumuria soongarica",1.205,"Small"
"3187",13,1306,5.77,"Reaumuria soongarica",1.205,"Small"
"3188",18,1801,0.19,"Reaumuria soongarica",1.205,"Small"
"3189",28,2807,3.4,"Reaumuria soongarica",1.205,"Small"
"3190",22,2204,3.66,"Reaumuria soongarica",1.205,"Small"
"3191",56,5604,0.13,"Reaumuria soongarica",1.205,"Small"
"3192",23,2308,0.99,"Reaumuria soongarica",1.205,"Small"
"3193",56,5607,0.46,"Reaumuria soongarica",1.205,"Small"
"3194",16,1603,5.89,"Reaumuria soongarica",1.205,"Small"
"3195",26,2610,7.67,"Reaumuria soongarica",1.205,"Small"
"3196",29,2910,3.31,"Reaumuria soongarica",1.205,"Small"
"3197",23,2307,2.19,"Reaumuria soongarica",1.205,"Small"
"3198",24,2401,1.65,"Reaumuria soongarica",1.205,"Small"
"3199",21,2105,4.76,"Reaumuria soongarica",1.205,"Small"
"3200",16,1610,4.88,"Reaumuria soongarica",1.205,"Small"
"3201",24,2403,5.37,"Reaumuria soongarica",1.205,"Small"
"3202",26,2609,8.79,"Reaumuria soongarica",1.205,"Small"
"3203",27,2709,9.89,"Reaumuria soongarica",1.205,"Small"
"3204",39,3906,10.15,"Reaumuria soongarica",1.205,"Small"
"3205",22,2203,7.08,"Reaumuria soongarica",1.205,"Small"
"3206",26,2606,3.36,"Reaumuria soongarica",1.205,"Small"
"3207",30,3004,12.15,"Reaumuria soongarica",1.205,"Small"
"3208",16,1602,4.72,"Reaumuria soongarica",1.205,"Small"
"3209",22,2208,6.15,"Reaumuria soongarica",1.205,"Small"
"3210",23,2303,0.99,"Reaumuria soongarica",1.205,"Small"
"3211",27,2704,18.18,"Reaumuria soongarica",1.205,"Small"
"3212",28,2805,29.57,"Reaumuria soongarica",1.205,"Small"
"3213",29,2904,14.47,"Reaumuria soongarica",1.205,"Small"
"3214",28,2806,7.2,"Reaumuria soongarica",1.205,"Small"
"3215",16,1608,10.56,"Reaumuria soongarica",1.205,"Small"
"3216",52,5201,3.3,"Elymus kamoji",8.485,"Large"
"3217",60,6009,1.09,"Rumex acetosella",1.7,"Large"
"3218",41,4109,47.8,"Salsola collina",0.845,"Small"
"3219",46,4601,12.15,"Salsola collina",0.845,"Small"
"3220",44,4405,15.83,"Salsola collina",0.845,"Small"
"3221",51,5104,0.04,"Salsola collina",0.845,"Small"
"3222",38,3802,0.64,"Salsola collina",0.845,"Small"
"3223",59,5902,0.34,"Salsola collina",0.845,"Small"
"3224",49,4901,1.16,"Salsola collina",0.845,"Small"
"3225",38,3808,0.86,"Salsola collina",0.845,"Small"
"3226",37,3707,4.45,"Salsola collina",0.845,"Small"
"3227",54,5408,0.53,"Salsola collina",0.845,"Small"
"3228",37,3703,30.3,"Salsola collina",0.845,"Small"
"3229",43,4303,77.14,"Salsola collina",0.845,"Small"
"3230",42,4205,64.78,"Salsola collina",0.845,"Small"
"3231",40,4002,4.67,"Salsola collina",0.845,"Small"
"3232",39,3901,10.54,"Salsola collina",0.845,"Small"
"3233",37,3704,39.15,"Salsola collina",0.845,"Small"
"3234",45,4506,9.54,"Salsola collina",0.845,"Small"
"3235",53,5304,0.72,"Salsola collina",0.845,"Small"
"3236",55,5507,0.3,"Salsola collina",0.845,"Small"
"3237",58,5803,0.38,"Salsola collina",0.845,"Small"
"3238",37,3701,5.4,"Salsola collina",0.845,"Small"
"3239",58,5801,0.19,"Salsola collina",0.845,"Small"
"3240",56,5608,0.36,"Salsola collina",0.845,"Small"
"3241",37,3708,0.28,"Salsola collina",0.845,"Small"
"3242",45,4508,5.15,"Salsola collina",0.845,"Small"
"3243",66,6604,0.83,"Salsola collina",0.845,"Small"
"3244",40,4006,6.98,"Salsola collina",0.845,"Small"
"3245",66,6609,6.06,"Salsola collina",0.845,"Small"
"3246",50,5003,0.11,"Salsola collina",0.845,"Small"
"3247",40,4004,7.15,"Salsola collina",0.845,"Small"
"3248",41,4104,34.8,"Salsola collina",0.845,"Small"
"3249",50,5002,0.22,"Salsola collina",0.845,"Small"
"3250",50,5010,0.01,"Salsola collina",0.845,"Small"
"3251",53,5305,0.04,"Salsola collina",0.845,"Small"
"3252",55,5504,0.09,"Salsola collina",0.845,"Small"
"3253",42,4209,57.3,"Salsola collina",0.845,"Small"
"3254",45,4510,10,"Salsola collina",0.845,"Small"
"3255",38,3803,0.55,"Salsola collina",0.845,"Small"
"3256",40,4008,0.69,"Salsola collina",0.845,"Small"
"3257",46,4608,18.77,"Salsola collina",0.845,"Small"
"3258",46,4605,44.78,"Salsola collina",0.845,"Small"
"3259",60,6004,0.23,"Salsola collina",0.845,"Small"
"3260",44,4406,0.22,"Salsola collina",0.845,"Small"
"3261",53,5303,0.21,"Salsola collina",0.845,"Small"
"3262",44,4402,33.82,"Salsola collina",0.845,"Small"
"3263",60,6008,0.05,"Salsola collina",0.845,"Small"
"3264",48,4808,1.05,"Salsola collina",0.845,"Small"
"3265",55,5510,0.11,"Salsola collina",0.845,"Small"
"3266",50,5008,7.02,"Salsola collina",0.845,"Small"
"3267",44,4407,1.32,"Salsola collina",0.845,"Small"
"3268",56,5603,0.12,"Salsola collina",0.845,"Small"
"3269",58,5809,1.03,"Salsola collina",0.845,"Small"
"3270",44,4401,0.26,"Salsola collina",0.845,"Small"
"3271",49,4903,0.08,"Salsola collina",0.845,"Small"
"3272",43,4301,34.23,"Salsola collina",0.845,"Small"
"3273",51,5103,0.17,"Salsola collina",0.845,"Small"
"3274",40,4001,14.9,"Salsola collina",0.845,"Small"
"3275",38,3809,0.02,"Salsola collina",0.845,"Small"
"3276",49,4905,6.72,"Salsola collina",0.845,"Small"
"3277",41,4102,26.89,"Salsola collina",0.845,"Small"
"3278",40,4005,10.96,"Salsola collina",0.845,"Small"
"3279",59,5910,0.39,"Salsola collina",0.845,"Small"
"3280",42,4210,5.35,"Salsola collina",0.845,"Small"
"3281",62,6208,2.11,"Salsola collina",0.845,"Small"
"3282",45,4507,7.22,"Salsola collina",0.845,"Small"
"3283",53,5310,1.16,"Salsola collina",0.845,"Small"
"3284",39,3909,2.28,"Salsola collina",0.845,"Small"
"3285",58,5806,2.41,"Salsola collina",0.845,"Small"
"3286",48,4801,0.35,"Salsola collina",0.845,"Small"
"3287",41,4105,16.98,"Salsola collina",0.845,"Small"
"3288",40,4007,19.82,"Salsola collina",0.845,"Small"
"3289",42,4204,76.3,"Salsola collina",0.845,"Small"
"3290",66,6602,5.37,"Salsola collina",0.845,"Small"
"3291",42,4206,110.11,"Salsola collina",0.845,"Small"
"3292",45,4509,4.16,"Salsola collina",0.845,"Small"
"3293",28,2802,0.82,"Salsola collina",0.845,"Small"
"3294",58,5802,0.4,"Salsola collina",0.845,"Small"
"3295",41,4107,1.64,"Salsola collina",0.845,"Small"
"3296",57,5707,1.43,"Salsola collina",0.845,"Small"
"3297",42,4207,36.93,"Salsola collina",0.845,"Small"
"3298",57,5709,2.02,"Salsola collina",0.845,"Small"
"3299",42,4208,29.36,"Salsola collina",0.845,"Small"
"3300",65,6501,0.05,"Salsola collina",0.845,"Small"
"3301",66,6601,9.72,"Salsola collina",0.845,"Small"
"3302",66,6603,12.72,"Salsola collina",0.845,"Small"
"3303",57,5710,0.65,"Salsola collina",0.845,"Small"
"3304",44,4409,5.45,"Salsola collina",0.845,"Small"
"3305",42,4201,33.5,"Salsola collina",0.845,"Small"
"3306",55,5506,0.96,"Salsola collina",0.845,"Small"
"3307",45,4502,7.82,"Salsola collina",0.845,"Small"
"3308",42,4203,112.39,"Salsola collina",0.845,"Small"
"3309",43,4306,36.21,"Salsola collina",0.845,"Small"
"3310",51,5101,0.47,"Salsola collina",0.845,"Small"
"3311",54,5406,1.1,"Salsola collina",0.845,"Small"
"3312",40,4003,37.27,"Salsola collina",0.845,"Small"
"3313",41,4110,2.06,"Salsola collina",0.845,"Small"
"3314",40,4010,5.04,"Salsola collina",0.845,"Small"
"3315",45,4503,45.8,"Salsola collina",0.845,"Small"
"3316",66,6607,13.82,"Salsola collina",0.845,"Small"
"3317",45,4504,3.11,"Salsola collina",0.845,"Small"
"3318",45,4501,1.04,"Salsola collina",0.845,"Small"
"3319",38,3804,0.96,"Salsola collina",0.845,"Small"
"3320",57,5704,0.49,"Salsola collina",0.845,"Small"
"3321",46,4606,5.36,"Salsola collina",0.845,"Small"
"3322",59,5906,0.02,"Salsola collina",0.845,"Small"
"3323",42,4202,50.33,"Salsola collina",0.845,"Small"
"3324",57,5703,4.23,"Salsola collina",0.845,"Small"
"3325",39,3903,2.89,"Salsola collina",0.845,"Small"
"3326",55,5509,0.56,"Salsola collina",0.845,"Small"
"3327",54,5403,0.63,"Salsola collina",0.845,"Small"
"3328",44,4408,4.55,"Salsola collina",0.845,"Small"
"3329",57,5701,3.46,"Salsola collina",0.845,"Small"
"3330",39,3904,4.34,"Salsola collina",0.845,"Small"
"3331",38,3801,3.96,"Salsola collina",0.845,"Small"
"3332",46,4607,1.05,"Salsola collina",0.845,"Small"
"3333",57,5706,1.68,"Salsola collina",0.845,"Small"
"3334",53,5301,0.35,"Salsola collina",0.845,"Small"
"3335",57,5708,1.65,"Salsola collina",0.845,"Small"
"3336",43,4305,39.02,"Salsola collina",0.845,"Small"
"3337",66,6610,2.92,"Salsola collina",0.845,"Small"
"3338",44,4404,4.49,"Salsola collina",0.845,"Small"
"3339",34,3410,0.16,"Salsola collina",0.845,"Small"
"3340",57,5702,5.23,"Salsola collina",0.845,"Small"
"3341",35,3504,1.19,"Salsola collina",0.845,"Small"
"3342",56,5607,0.46,"Salsola collina",0.845,"Small"
"3343",32,3209,0.03,"Salsola collina",0.845,"Small"
"3344",46,4610,21.98,"Salsola collina",0.845,"Small"
"3345",55,5503,0.13,"Salsola collina",0.845,"Small"
"3346",49,4904,3.67,"Salsola collina",0.845,"Small"
"3347",51,5105,1.6,"Salsola collina",0.845,"Small"
"3348",58,5805,0.02,"Salsola collina",0.845,"Small"
"3349",60,6001,0.12,"Salsola collina",0.845,"Small"
"3350",60,6006,0.49,"Salsola collina",0.845,"Small"
"3351",46,4602,3.98,"Salsola collina",0.845,"Small"
"3352",49,4910,0.23,"Salsola collina",0.845,"Small"
"3353",41,4103,98.67,"Salsola collina",0.845,"Small"
"3354",58,5808,0.78,"Salsola collina",0.845,"Small"
"3355",47,4701,0.68,"Salsola collina",0.845,"Small"
"3356",33,3310,0.07,"Salsola collina",0.845,"Small"
"3357",46,4603,13.16,"Salsola collina",0.845,"Small"
"3358",49,4902,8.21,"Salsola collina",0.845,"Small"
"3359",43,4310,35.54,"Salsola collina",0.845,"Small"
"3360",46,4604,8.19,"Salsola collina",0.845,"Small"
"3361",43,4308,38.12,"Salsola collina",0.845,"Small"
"3362",48,4804,0.41,"Salsola collina",0.845,"Small"
"3363",41,4101,21.57,"Salsola collina",0.845,"Small"
"3364",58,5810,1.61,"Salsola collina",0.845,"Small"
"3365",44,4403,18.1,"Salsola collina",0.845,"Small"
"3366",43,4307,21.78,"Salsola collina",0.845,"Small"
"3367",43,4309,4.72,"Salsola collina",0.845,"Small"
"3368",43,4304,31.34,"Salsola collina",0.845,"Small"
"3369",49,4906,0.13,"Salsola collina",0.845,"Small"
"3370",50,5001,0.41,"Salsola collina",0.845,"Small"
"3371",54,5405,0.27,"Salsola collina",0.845,"Small"
"3372",49,4907,0.13,"Salsola collina",0.845,"Small"
"3373",43,4302,71.71,"Salsola collina",0.845,"Small"
"3374",37,3702,35.48,"Salsola collina",0.845,"Small"
"3375",41,4106,0.7,"Salsola collina",0.845,"Small"
"3376",57,5705,5.12,"Salsola collina",0.845,"Small"
"3377",46,4609,0.49,"Salsola collina",0.845,"Small"
"3378",38,3807,0.95,"Salsola collina",0.845,"Small"
"3379",53,5308,0.62,"Salsola collina",0.845,"Small"
"3380",35,3505,0.27,"Salsola collina",0.845,"Small"
"3381",39,3908,5.75,"Salsola collina",0.845,"Small"
"3382",60,6002,1.96,"Salsola collina",0.845,"Small"
"3383",58,5804,6.4,"Salsola collina",0.845,"Small"
"3384",30,3009,4.01,"Salsola passerina",2.27,"Large"
"3385",39,3907,5.13,"Salsola passerina",2.27,"Large"
"3386",39,3901,0.44,"Salsola passerina",2.27,"Large"
"3387",36,3601,1.87,"Salsola passerina",2.27,"Large"
"3388",29,2904,12.65,"Salsola passerina",2.27,"Large"
"3389",36,3602,1.28,"Salsola passerina",2.27,"Large"
"3390",27,2702,0.4064,"Salsola passerina",2.27,"Large"
"3391",31,3109,4.17,"Salsola passerina",2.27,"Large"
"3392",26,2601,5.89,"Salsola passerina",2.27,"Large"
"3393",30,3003,8.57,"Salsola passerina",2.27,"Large"
"3394",28,2802,4.86,"Salsola passerina",2.27,"Large"
"3395",29,2908,6.01,"Salsola passerina",2.27,"Large"
"3396",29,2909,8.79,"Salsola passerina",2.27,"Large"
"3397",26,2606,1.83,"Salsola passerina",2.27,"Large"
"3398",30,3007,6.47,"Salsola passerina",2.27,"Large"
"3399",29,2902,3.2,"Salsola passerina",2.27,"Large"
"3400",30,3008,3,"Salsola passerina",2.27,"Large"
"3401",30,3010,1.53,"Salsola passerina",2.27,"Large"
"3402",26,2609,6.53,"Salsola passerina",2.27,"Large"
"3403",25,2508,1.82,"Salsola passerina",2.27,"Large"
"3404",28,2804,1.29,"Salsola passerina",2.27,"Large"
"3405",29,2906,3.66,"Salsola passerina",2.27,"Large"
"3406",27,2701,3.22,"Salsola passerina",2.27,"Large"
"3407",29,2907,3.13,"Salsola passerina",2.27,"Large"
"3408",29,2905,1.68,"Salsola passerina",2.27,"Large"
"3409",26,2605,4.44,"Salsola passerina",2.27,"Large"
"3410",30,3001,4.02,"Salsola passerina",2.27,"Large"
"3411",26,2607,1.21,"Salsola passerina",2.27,"Large"
"3412",30,3005,10.37,"Salsola passerina",2.27,"Large"
"3413",30,3004,9.03,"Salsola passerina",2.27,"Large"
"3414",30,3006,1.65,"Salsola passerina",2.27,"Large"
"3415",39,3906,2.42,"Salsola passerina",2.27,"Large"
"3416",29,2910,6.75,"Salsola passerina",2.27,"Large"
"3417",28,2803,1.02,"Salsola passerina",2.27,"Large"
"3418",27,2707,3.05,"Salsola passerina",2.27,"Large"
"3419",26,2604,0.48,"Salsola passerina",2.27,"Large"
"3420",25,2509,6.91,"Salsola passerina",2.27,"Large"
"3421",25,2505,1.96,"Salsola passerina",2.27,"Large"
"3422",25,2510,0.29,"Salsola passerina",2.27,"Large"
"3423",27,2705,3.31,"Salsola passerina",2.27,"Large"
"3424",29,2903,1.19,"Salsola passerina",2.27,"Large"
"3425",29,2901,2.98,"Salsola passerina",2.27,"Large"
"3426",52,5209,0.3,"Sanguisorba officinalis",1.395,"Small"
"3427",61,6103,23.51,"Sanguisorba officinalis",1.395,"Small"
"3428",62,6204,7.2,"Sanguisorba officinalis",1.395,"Small"
"3429",61,6102,25.75,"Sanguisorba officinalis",1.395,"Small"
"3430",50,5002,6.47,"Sanguisorba officinalis",1.395,"Small"
"3431",51,5102,2.83,"Sanguisorba officinalis",1.395,"Small"
"3432",50,5001,9.06,"Sanguisorba officinalis",1.395,"Small"
"3433",52,5204,15.84,"Sanguisorba officinalis",1.395,"Small"
"3434",62,6202,15.08,"Sanguisorba officinalis",1.395,"Small"
"3435",61,6101,0.46,"Sanguisorba officinalis",1.395,"Small"
"3436",61,6107,14.13,"Sanguisorba officinalis",1.395,"Small"
"3437",61,6108,30.51,"Sanguisorba officinalis",1.395,"Small"
"3438",52,5206,4.92,"Sanguisorba officinalis",1.395,"Small"
"3439",62,6201,13.46,"Sanguisorba officinalis",1.395,"Small"
"3440",62,6205,1.4,"Sanguisorba officinalis",1.395,"Small"
"3441",62,6207,10.28,"Sanguisorba officinalis",1.395,"Small"
"3442",61,6109,30.75,"Sanguisorba officinalis",1.395,"Small"
"3443",62,6210,1.67,"Sanguisorba officinalis",1.395,"Small"
"3444",61,6104,14.06,"Sanguisorba officinalis",1.395,"Small"
"3445",61,6106,49,"Sanguisorba officinalis",1.395,"Small"
"3446",50,5005,0.03,"Sanguisorba officinalis",1.395,"Small"
"3447",61,6105,6.54,"Sanguisorba officinalis",1.395,"Small"
"3448",52,5210,15.26,"Sanguisorba officinalis",1.395,"Small"
"3449",62,6206,2.56,"Sanguisorba officinalis",1.395,"Small"
"3450",61,6110,47.28,"Sanguisorba officinalis",1.395,"Small"
"3451",62,6203,0.83,"Sanguisorba officinalis",1.395,"Small"
"3452",58,5807,0.39,"Saposhnikovia divaricata",2.265,"Large"
"3453",60,6008,0.27,"Saposhnikovia divaricata",2.265,"Large"
"3454",60,6009,2.34,"Saposhnikovia divaricata",2.265,"Large"
"3455",58,5808,1.01,"Saposhnikovia divaricata",2.265,"Large"
"3456",58,5806,0.87,"Saposhnikovia divaricata",2.265,"Large"
"3457",52,5210,1.7,"Saposhnikovia divaricata",2.265,"Large"
"3458",53,5302,0.63,"Saposhnikovia divaricata",2.265,"Large"
"3459",60,6006,1.21,"Saposhnikovia divaricata",2.265,"Large"
"3460",48,4806,1.49,"Saposhnikovia divaricata",2.265,"Large"
"3461",52,5207,2.65,"Saposhnikovia divaricata",2.265,"Large"
"3462",37,3703,0.95,"Saposhnikovia divaricata",2.265,"Large"
"3463",58,5809,0.74,"Saposhnikovia divaricata",2.265,"Large"
"3464",48,4802,2.13,"Saposhnikovia divaricata",2.265,"Large"
"3465",61,6101,0.65,"Saposhnikovia divaricata",2.265,"Large"
"3466",60,6001,0.84,"Saposhnikovia divaricata",2.265,"Large"
"3467",13,1303,0.66,"Zygophyllum xanthoxylon",0.685,"Small"
"3468",28,2810,18.36,"Zygophyllum xanthoxylon",0.685,"Small"
"3469",13,1306,0.31,"Zygophyllum xanthoxylon",0.685,"Small"
"3470",36,3602,0.55,"Zygophyllum xanthoxylon",0.685,"Small"
"3471",2,207,0.73,"Saussurea japonica",2.695,"Large"
"3472",4,406,0.58,"Saussurea japonica",2.695,"Large"
"3473",51,5103,3.04,"Saussurea japonica",2.695,"Large"
"3474",61,6104,1.53,"Saussurea japonica",2.695,"Large"
"3475",62,6210,10.98,"Saussurea japonica",2.695,"Large"
"3476",2,205,4.93,"Saussurea japonica",2.695,"Large"
"3477",4,409,0.36,"Saussurea japonica",2.695,"Large"
"3478",2,202,5.06,"Saussurea japonica",2.695,"Large"
"3479",62,6205,0.73,"Saussurea japonica",2.695,"Large"
"3480",65,6502,10.16,"Saussurea japonica",2.695,"Large"
"3481",2,206,0.23,"Saussurea japonica",2.695,"Large"
"3482",2,201,4.57,"Saussurea japonica",2.695,"Large"
"3483",2,203,3.43,"Saussurea japonica",2.695,"Large"
"3484",61,6101,0.11,"Nepeta tenuifolia",1.175,"Small"
"3485",51,5107,0.32,"Scorzonera austriaca",6.709,"Large"
"3486",50,5010,0.94,"Scutellaria baicalensis",0.44,"Small"
"3487",48,4806,0.71,"Scutellaria ovata",0.34,"Small"
"3488",50,5005,3.63,"Scutellaria ovata",0.34,"Small"
"3489",50,5010,0.23,"Scutellaria ovata",0.34,"Small"
"3490",51,5110,2.23,"Scutellaria ovata",0.34,"Small"
"3491",48,4805,0.72,"Scutellaria ovata",0.34,"Small"
"3492",57,5706,3.48,"Serratula centauroides",2.145,"Large"
"3493",60,6005,24.96,"Serratula centauroides",2.145,"Large"
"3494",60,6006,14.18,"Serratula centauroides",2.145,"Large"
"3495",61,6106,0.6,"Serratula centauroides",2.145,"Large"
"3496",60,6004,17.53,"Serratula centauroides",2.145,"Large"
"3497",57,5702,8.92,"Serratula centauroides",2.145,"Large"
"3498",64,6405,0.78,"Serratula centauroides",2.145,"Large"
"3499",61,6105,3.65,"Serratula centauroides",2.145,"Large"
"3500",51,5105,12,"Serratula centauroides",2.145,"Large"
"3501",61,6101,3.47,"Serratula centauroides",2.145,"Large"
"3502",61,6109,0.5,"Serratula centauroides",2.145,"Large"
"3503",55,5507,1.65,"Serratula centauroides",2.145,"Large"
"3504",55,5503,5.59,"Serratula centauroides",2.145,"Large"
"3505",61,6102,3.42,"Serratula centauroides",2.145,"Large"
"3506",52,5204,2.67,"Serratula centauroides",2.145,"Large"
"3507",60,6001,35.53,"Serratula centauroides",2.145,"Large"
"3508",61,6107,4.26,"Serratula centauroides",2.145,"Large"
"3509",58,5802,19.38,"Serratula centauroides",2.145,"Large"
"3510",51,5109,5.36,"Serratula centauroides",2.145,"Large"
"3511",52,5209,9.62,"Serratula centauroides",2.145,"Large"
"3512",50,5001,11.57,"Serratula centauroides",2.145,"Large"
"3513",55,5510,0.16,"Serratula centauroides",2.145,"Large"
"3514",48,4801,35.12,"Serratula centauroides",2.145,"Large"
"3515",52,5202,4.15,"Serratula centauroides",2.145,"Large"
"3516",58,5803,30.85,"Serratula centauroides",2.145,"Large"
"3517",58,5804,36.84,"Serratula centauroides",2.145,"Large"
"3518",50,5002,23.88,"Serratula centauroides",2.145,"Large"
"3519",52,5201,0.48,"Serratula centauroides",2.145,"Large"
"3520",60,6007,19.46,"Serratula centauroides",2.145,"Large"
"3521",55,5502,2.43,"Serratula centauroides",2.145,"Large"
"3522",50,5004,3.39,"Serratula centauroides",2.145,"Large"
"3523",57,5705,5.84,"Serratula centauroides",2.145,"Large"
"3524",52,5206,0.81,"Serratula centauroides",2.145,"Large"
"3525",58,5806,27.49,"Serratula centauroides",2.145,"Large"
"3526",53,5308,12.04,"Serratula centauroides",2.145,"Large"
"3527",55,5504,3.27,"Serratula centauroides",2.145,"Large"
"3528",55,5509,6.35,"Serratula centauroides",2.145,"Large"
"3529",48,4803,5.74,"Serratula centauroides",2.145,"Large"
"3530",61,6103,2.94,"Serratula centauroides",2.145,"Large"
"3531",50,5005,2.42,"Serratula centauroides",2.145,"Large"
"3532",57,5704,8.19,"Serratula centauroides",2.145,"Large"
"3533",51,5104,5.23,"Serratula centauroides",2.145,"Large"
"3534",60,6003,17.57,"Serratula centauroides",2.145,"Large"
"3535",58,5810,17.89,"Serratula centauroides",2.145,"Large"
"3536",58,5801,13.17,"Serratula centauroides",2.145,"Large"
"3537",57,5709,2.63,"Serratula centauroides",2.145,"Large"
"3538",61,6104,5.44,"Serratula centauroides",2.145,"Large"
"3539",60,6010,37.38,"Serratula centauroides",2.145,"Large"
"3540",57,5710,0.84,"Serratula centauroides",2.145,"Large"
"3541",58,5808,16.77,"Serratula centauroides",2.145,"Large"
"3542",48,4802,20.31,"Serratula centauroides",2.145,"Large"
"3543",58,5805,40.37,"Serratula centauroides",2.145,"Large"
"3544",55,5506,3.28,"Serratula centauroides",2.145,"Large"
"3545",58,5807,4.86,"Serratula centauroides",2.145,"Large"
"3546",60,6008,16.93,"Serratula centauroides",2.145,"Large"
"3547",60,6009,12.3,"Serratula centauroides",2.145,"Large"
"3548",50,5003,12.29,"Serratula centauroides",2.145,"Large"
"3549",60,6002,31.73,"Serratula centauroides",2.145,"Large"
"3550",48,4804,14.42,"Serratula centauroides",2.145,"Large"
"3551",55,5501,6.11,"Serratula centauroides",2.145,"Large"
